user_id,date,age,gender,height_cm,weight_kg,calorie_intake,steps,activity_level,sleep_hours,diet_type,tdee,caloric_surplus,weight_change
U0001,2022-01-18,38,M,182.4,79.94,3077.9,0,sedentary,8.1,omnivore,2183.0,895.0,0.12000000000000455
U0001,2022-01-19,38,M,182.4,80.06,3024.0,4000,sedentary,7.6,omnivore,2184.8,839.2,0.10999999999999943
U0001,2022-01-20,38,M,182.4,80.17,3118.3,5760,sedentary,6.7,omnivore,2186.6,931.8,0.12000000000000455
U0001,2022-01-21,38,M,182.4,80.29,3160.3,3628,sedentary,8.0,omnivore,2188.5,971.8,0.12999999999999545
U0001,2022-01-22,38,M,182.4,80.42,3297.5,6589,sedentary,6.6,omnivore,2190.6,1106.9,0.14000000000000057
U0001,2022-01-23,38,M,182.4,80.56,3400.7,8244,sedentary,7.0,omnivore,2192.9,1207.8,0.1599999999999966
U0001,2022-01-24,38,M,182.4,80.72,3048.2,4157,sedentary,6.9,omnivore,2195.4,852.8,0.10999999999999943
U0001,2022-01-25,38,M,182.4,80.83,3197.6,644,sedentary,6.0,omnivore,2197.2,1000.4,0.12999999999999545
U0001,2022-01-26,38,M,182.4,80.96,2954.8,6290,sedentary,9.1,omnivore,2199.3,755.5,0.10000000000000853
U0001,2022-01-27,38,M,182.4,81.06,3080.0,3828,sedentary,7.3,omnivore,2200.8,879.2,0.10999999999999943
U0001,2022-01-28,38,M,182.4,81.17,3244.6,2159,sedentary,7.5,omnivore,2202.7,1041.9,0.14000000000000057
U0001,2022-01-29,38,M,182.4,81.31,3430.4,4617,sedentary,8.3,omnivore,2204.9,1225.6,0.14999999999999147
U0001,2022-01-30,38,M,182.4,81.46,2962.8,2761,sedentary,5.2,omnivore,2207.4,755.4,0.10000000000000853
U0001,2022-01-31,38,M,182.4,81.56,3160.0,7222,sedentary,7.0,omnivore,2209.0,951.0,0.12999999999999545
U0001,2022-02-01,38,M,182.4,81.69,3217.5,7747,sedentary,8.6,omnivore,2211.0,1006.5,0.12999999999999545
U0001,2022-02-02,38,M,182.4,81.82,3306.8,5832,sedentary,7.3,omnivore,2213.1,1093.7,0.14000000000000057
U0001,2022-02-03,38,M,182.4,81.96,2885.3,3658,sedentary,6.3,omnivore,2215.4,670.0,0.09000000000000341
U0001,2022-02-04,38,M,182.4,82.05,3375.8,3813,sedentary,7.3,omnivore,2216.8,1159.0,0.15000000000000568
U0001,2022-02-05,38,M,182.4,82.2,3347.9,7929,sedentary,6.5,omnivore,2219.2,1128.7,0.14000000000000057
U0001,2022-02-06,38,M,182.4,82.34,3254.3,1295,sedentary,6.5,omnivore,2221.5,1032.8,0.14000000000000057
U0001,2022-02-07,38,M,182.4,82.48,3088.8,3255,sedentary,6.4,omnivore,2223.7,865.1,0.10999999999999943
U0001,2022-02-08,38,M,182.4,82.59,2910.8,4017,sedentary,5.5,omnivore,2225.5,685.3,0.09000000000000341
U0001,2022-02-09,38,M,182.4,82.68,3192.4,4381,sedentary,5.6,omnivore,2226.9,965.5,0.11999999999999034
U0001,2022-02-10,38,M,182.4,82.8,3053.4,2545,sedentary,7.6,omnivore,2228.9,824.4,0.10999999999999943
U0001,2022-02-11,38,M,182.4,82.91,3267.8,74,sedentary,7.3,omnivore,2230.7,1037.2,0.14000000000000057
U0001,2022-02-12,38,M,182.4,83.05,3293.0,4669,sedentary,6.4,omnivore,2232.8,1060.2,0.13000000000000966
U0001,2022-02-13,38,M,182.4,83.18,3184.3,6567,sedentary,7.2,omnivore,2235.0,949.3,0.12999999999999545
U0001,2022-02-14,38,M,182.4,83.31,3340.7,4066,sedentary,6.4,omnivore,2237.0,1103.7,0.14000000000000057
U0001,2022-02-15,38,M,182.4,83.45,2896.8,233,sedentary,5.5,omnivore,2239.3,657.5,0.09000000000000341
U0001,2022-02-16,38,M,182.4,83.54,3128.3,5319,sedentary,5.5,omnivore,2240.7,887.6,0.10999999999999943
U0001,2022-02-17,38,M,182.4,83.65,3209.9,3137,sedentary,7.4,omnivore,2242.6,967.4,0.12999999999999545
U0001,2022-02-18,38,M,182.4,83.78,3303.2,6173,sedentary,6.9,omnivore,2244.6,1058.6,0.12999999999999545
U0001,2022-02-19,38,M,182.4,83.91,3028.6,2617,sedentary,7.0,omnivore,2246.8,781.8,0.10999999999999943
U0001,2022-02-20,38,M,182.4,84.02,3137.4,4369,sedentary,7.0,omnivore,2248.4,889.0,0.10999999999999943
U0001,2022-02-21,38,M,182.4,84.13,3009.1,4571,sedentary,7.7,omnivore,2250.3,758.8,0.10000000000000853
U0001,2022-02-22,38,M,182.4,84.23,2951.8,7304,sedentary,7.1,omnivore,2251.9,700.0,0.0899999999999892
U0001,2022-02-23,38,M,182.4,84.32,3096.0,5758,sedentary,7.5,omnivore,2253.3,842.7,0.11000000000001364
U0001,2022-02-24,38,M,182.4,84.43,3217.5,4831,sedentary,6.5,omnivore,2255.1,962.4,0.11999999999999034
U0001,2022-02-25,38,M,182.4,84.55,3140.6,1683,sedentary,7.3,omnivore,2257.1,883.5,0.12000000000000455
U0001,2022-02-26,38,M,182.4,84.67,3256.8,3917,sedentary,5.1,omnivore,2258.9,997.8,0.12999999999999545
U0001,2022-02-27,38,M,182.4,84.8,3207.8,4551,sedentary,6.1,omnivore,2261.0,946.8,0.12000000000000455
U0001,2022-02-28,38,M,182.4,84.92,3258.1,2294,sedentary,8.3,omnivore,2263.0,995.1,0.12999999999999545
U0001,2022-03-01,38,M,182.4,85.05,3149.1,2778,sedentary,9.2,omnivore,2265.1,884.0,0.12000000000000455
U0001,2022-03-02,38,M,182.4,85.17,2938.4,6222,sedentary,8.3,omnivore,2266.9,671.5,0.0799999999999983
U0001,2022-03-03,38,M,182.4,85.25,3006.4,7263,sedentary,6.9,omnivore,2268.3,738.1,0.09999999999999432
U0001,2022-03-04,38,M,182.4,85.35,3131.1,4772,sedentary,7.1,omnivore,2269.9,861.3,0.10999999999999943
U0001,2022-03-05,38,M,182.4,85.46,3426.6,353,sedentary,8.6,omnivore,2271.7,1154.9,0.15000000000000568
U0001,2022-03-06,38,M,182.4,85.61,3119.4,6678,sedentary,6.0,omnivore,2274.1,845.3,0.10999999999999943
U0001,2022-03-07,38,M,182.4,85.72,3040.2,1767,sedentary,7.0,omnivore,2275.8,764.3,0.09999999999999432
U0001,2022-03-08,38,M,182.4,85.82,3053.5,5915,sedentary,8.6,omnivore,2277.4,776.1,0.10000000000000853
U0001,2022-03-09,38,M,182.4,85.92,3275.0,2963,sedentary,7.0,omnivore,2279.1,996.0,0.12999999999999545
U0001,2022-03-10,38,M,182.4,86.05,2874.7,2427,sedentary,8.3,omnivore,2281.1,593.6,0.0799999999999983
U0001,2022-03-11,38,M,182.4,86.13,3303.6,1484,sedentary,6.5,omnivore,2282.4,1021.2,0.13000000000000966
U0001,2022-03-12,38,M,182.4,86.26,3287.0,2418,sedentary,7.7,omnivore,2284.5,1002.5,0.12999999999999545
U0001,2022-03-13,38,M,182.4,86.39,3211.1,5401,sedentary,7.2,omnivore,2286.6,924.5,0.12000000000000455
U0001,2022-03-14,38,M,182.4,86.51,3036.9,3958,sedentary,7.1,omnivore,2288.5,748.3,0.09999999999999432
U0001,2022-03-15,38,M,182.4,86.61,3045.5,3630,sedentary,9.0,omnivore,2290.1,755.4,0.09999999999999432
U0001,2022-03-16,38,M,182.4,86.71,3166.5,3549,sedentary,8.0,omnivore,2291.7,874.8,0.10999999999999943
U0001,2022-03-17,38,M,182.4,86.82,3050.2,6780,sedentary,7.6,omnivore,2293.5,756.7,0.10000000000000853
U0001,2022-03-18,38,M,182.4,86.92,3079.6,5184,sedentary,5.5,omnivore,2295.1,784.6,0.09999999999999432
U0001,2022-03-19,38,M,182.4,87.02,3055.5,4514,sedentary,9.1,omnivore,2296.7,758.8,0.10000000000000853
U0001,2022-03-20,38,M,182.4,87.12,3601.9,5301,sedentary,5.2,omnivore,2298.3,1303.6,0.1700000000000017
U0001,2022-03-21,38,M,182.4,87.29,3023.0,2466,sedentary,6.5,omnivore,2301.0,722.0,0.0899999999999892
U0001,2022-03-22,38,M,182.4,87.38,3071.7,3161,sedentary,5.0,omnivore,2302.5,769.2,0.10000000000000853
U0001,2022-03-23,38,M,182.4,87.48,3190.8,1839,sedentary,7.5,omnivore,2304.1,886.7,0.11999999999999034
U0001,2022-03-24,38,M,182.4,87.6,3363.2,2177,sedentary,4.4,omnivore,2306.0,1057.2,0.13000000000000966
U0001,2022-03-25,38,M,182.4,87.73,3056.4,6622,sedentary,9.4,omnivore,2308.2,748.2,0.09999999999999432
U0001,2022-03-26,38,M,182.4,87.83,3143.5,3176,sedentary,7.1,omnivore,2309.8,833.8,0.10999999999999943
U0001,2022-03-27,38,M,182.4,87.94,3527.2,4758,sedentary,7.7,omnivore,2311.5,1215.7,0.1599999999999966
U0001,2022-03-28,38,M,182.4,88.1,3234.7,4415,sedentary,7.5,omnivore,2314.0,920.7,0.12000000000000455
U0001,2022-03-29,38,M,182.4,88.22,3042.7,4792,sedentary,6.8,omnivore,2316.0,726.7,0.09000000000000341
U0001,2022-03-30,38,M,182.4,88.31,3174.4,3386,sedentary,7.6,omnivore,2317.5,856.9,0.10999999999999943
U0001,2022-03-31,38,M,182.4,88.42,3089.8,6677,sedentary,7.1,omnivore,2319.3,770.5,0.09999999999999432
U0001,2022-04-01,38,M,182.4,88.52,2863.1,6976,sedentary,6.2,omnivore,2320.9,542.2,0.07000000000000739
U0001,2022-04-02,38,M,182.4,88.59,3152.9,7223,sedentary,4.9,omnivore,2322.0,830.9,0.10999999999999943
U0001,2022-04-03,38,M,182.4,88.7,3744.9,4691,sedentary,7.1,omnivore,2323.7,1421.1,0.1799999999999926
U0001,2022-04-04,38,M,182.4,88.88,3130.7,5346,sedentary,7.9,omnivore,2326.7,804.0,0.10999999999999943
U0001,2022-04-05,38,M,182.4,88.99,3165.8,4397,sedentary,7.0,omnivore,2328.4,837.4,0.10999999999999943
U0001,2022-04-06,38,M,182.4,89.1,3073.9,3771,sedentary,8.4,omnivore,2330.1,743.8,0.09000000000000341
U0001,2022-04-07,38,M,182.4,89.19,3170.7,0,sedentary,7.9,omnivore,2331.7,839.1,0.10999999999999943
U0001,2022-04-08,38,M,182.4,89.3,3118.9,4158,sedentary,6.8,omnivore,2333.4,785.5,0.10999999999999943
U0001,2022-04-09,38,M,182.4,89.41,3476.6,2499,sedentary,7.6,omnivore,2335.1,1141.5,0.14000000000000057
U0001,2022-04-10,38,M,182.4,89.55,3064.5,2821,sedentary,8.1,omnivore,2337.5,727.0,0.10000000000000853
U0001,2022-04-11,38,M,182.4,89.65,3217.5,5328,sedentary,8.0,omnivore,2339.0,878.5,0.10999999999999943
U0001,2022-04-12,38,M,182.4,89.76,3160.7,2788,sedentary,7.7,omnivore,2340.8,819.9,0.10999999999999943
U0001,2022-04-13,38,M,182.4,89.87,3197.6,5859,sedentary,8.5,omnivore,2342.5,855.1,0.10999999999999943
U0001,2022-04-14,38,M,182.4,89.98,3185.7,4973,sedentary,8.4,omnivore,2344.3,841.4,0.10999999999999943
U0001,2022-04-15,38,M,182.4,90.09,3090.1,2259,sedentary,7.0,omnivore,2346.1,744.1,0.09999999999999432
U0001,2022-04-16,38,M,182.4,90.19,3136.2,3882,sedentary,6.3,omnivore,2347.6,788.6,0.10000000000000853
U0001,2022-04-17,38,M,182.4,90.29,3119.9,4669,sedentary,7.2,omnivore,2349.3,770.7,0.09999999999999432
U0001,2022-04-18,38,M,182.4,90.39,2987.4,5650,sedentary,8.2,omnivore,2350.9,636.5,0.0799999999999983
U0001,2022-04-19,38,M,182.4,90.47,2884.6,2522,sedentary,6.4,omnivore,2352.2,532.4,0.07000000000000739
U0001,2022-04-20,38,M,182.4,90.54,2971.4,6024,sedentary,7.0,omnivore,2353.3,618.1,0.0799999999999983
U0001,2022-04-21,38,M,182.4,90.62,3059.2,0,sedentary,7.9,omnivore,2354.6,704.6,0.0899999999999892
U0001,2022-04-22,38,M,182.4,90.71,2932.5,4331,sedentary,7.5,omnivore,2356.1,576.4,0.0800000000000125
U0001,2022-04-23,38,M,182.4,90.79,3371.9,0,sedentary,7.4,omnivore,2357.3,1014.7,0.12999999999999545
U0001,2022-04-24,38,M,182.4,90.92,3582.0,4661,sedentary,6.7,omnivore,2359.4,1222.6,0.1599999999999966
U0001,2022-04-25,38,M,182.4,91.08,3198.5,2058,sedentary,7.7,omnivore,2361.9,836.6,0.10999999999999943
U0001,2022-04-26,38,M,182.4,91.19,3159.3,6532,sedentary,10.2,omnivore,2363.7,795.6,0.10000000000000853
U0001,2022-04-27,38,M,182.4,91.29,3144.6,3080,sedentary,7.2,omnivore,2365.4,779.2,0.09999999999999432
U0001,2022-04-28,38,M,182.4,91.39,2863.6,2671,sedentary,6.7,omnivore,2367.0,496.6,0.060000000000002274
U0001,2022-04-29,38,M,182.4,91.45,3025.5,4535,sedentary,6.3,omnivore,2368.0,657.4,0.09000000000000341
U0001,2022-04-30,38,M,182.4,91.54,3419.3,4179,sedentary,6.8,omnivore,2369.4,1049.9,0.14000000000000057
U0001,2022-05-01,38,M,182.4,91.68,3343.3,2292,sedentary,6.5,omnivore,2371.6,971.7,0.11999999999999034
U0001,2022-05-02,38,M,182.4,91.8,3054.1,1239,sedentary,6.3,omnivore,2373.6,680.5,0.09000000000000341
U0001,2022-05-03,38,M,182.4,91.89,3031.7,6123,sedentary,7.5,omnivore,2375.0,656.6,0.09000000000000341
U0001,2022-05-04,38,M,182.4,91.98,3118.7,6071,sedentary,7.0,omnivore,2376.4,742.3,0.0899999999999892
U0001,2022-05-05,38,M,182.4,92.07,3144.3,3972,sedentary,7.5,omnivore,2378.0,766.4,0.10000000000000853
U0001,2022-05-06,38,M,182.4,92.17,3017.8,0,sedentary,7.1,omnivore,2379.6,638.3,0.09000000000000341
U0001,2022-05-07,38,M,182.4,92.26,3514.1,6323,sedentary,8.6,omnivore,2380.9,1133.2,0.14000000000000057
U0001,2022-05-08,38,M,182.4,92.4,3296.9,2841,sedentary,6.9,omnivore,2383.3,913.7,0.11999999999999034
U0001,2022-05-09,38,M,182.4,92.52,3173.6,6848,sedentary,7.0,omnivore,2385.2,788.5,0.10000000000000853
U0001,2022-05-10,38,M,182.4,92.62,3035.1,4201,sedentary,7.9,omnivore,2386.8,648.3,0.0899999999999892
U0001,2022-05-11,38,M,182.4,92.71,2905.9,0,sedentary,6.6,omnivore,2388.2,517.7,0.060000000000002274
U0001,2022-05-12,38,M,182.4,92.77,2934.9,3082,sedentary,7.0,omnivore,2389.2,545.6,0.0799999999999983
U0001,2022-05-13,38,M,182.4,92.85,3034.7,7395,sedentary,7.6,omnivore,2390.4,644.3,0.0800000000000125
U0001,2022-05-14,38,M,182.4,92.93,3350.0,1694,sedentary,8.3,omnivore,2391.7,958.3,0.11999999999999034
U0001,2022-05-15,38,M,182.4,93.05,3304.0,1841,sedentary,5.5,omnivore,2393.7,910.2,0.12000000000000455
U0001,2022-05-16,38,M,182.4,93.17,3199.9,5028,sedentary,6.2,omnivore,2395.6,804.3,0.10999999999999943
U0001,2022-05-17,38,M,182.4,93.28,2980.5,6675,sedentary,5.9,omnivore,2397.3,583.2,0.06999999999999318
U0001,2022-05-18,38,M,182.4,93.35,3307.1,2218,sedentary,7.9,omnivore,2398.5,908.6,0.12000000000000455
U0001,2022-05-19,38,M,182.4,93.47,3050.9,5527,sedentary,6.6,omnivore,2400.4,650.4,0.0799999999999983
U0001,2022-05-20,38,M,182.4,93.55,3072.4,4290,sedentary,6.1,omnivore,2401.8,670.6,0.09000000000000341
U0001,2022-05-21,38,M,182.4,93.64,3339.1,3697,sedentary,6.1,omnivore,2403.2,935.9,0.12000000000000455
U0001,2022-05-22,38,M,182.4,93.76,2929.0,9507,sedentary,8.1,omnivore,2405.1,523.9,0.06999999999999318
U0001,2022-05-23,38,M,182.4,93.83,3091.1,3621,sedentary,7.2,omnivore,2406.2,684.9,0.09000000000000341
U0001,2022-05-24,38,M,182.4,93.92,3164.7,1602,sedentary,8.4,omnivore,2407.7,757.1,0.09999999999999432
U0001,2022-05-25,38,M,182.4,94.02,3186.6,5780,sedentary,7.7,omnivore,2409.2,777.3,0.10000000000000853
U0001,2022-05-26,38,M,182.4,94.12,3096.1,5680,sedentary,7.9,omnivore,2410.9,685.3,0.0899999999999892
U0001,2022-05-27,38,M,182.4,94.21,3047.6,2938,sedentary,7.3,omnivore,2412.3,635.3,0.0800000000000125
U0001,2022-05-28,38,M,182.4,94.29,3400.6,971,sedentary,7.4,omnivore,2413.6,987.0,0.12999999999999545
U0001,2022-05-29,38,M,182.4,94.42,3290.6,4736,sedentary,7.0,omnivore,2415.7,874.9,0.10999999999999943
U0001,2022-05-30,38,M,182.4,94.53,3287.3,678,sedentary,6.3,omnivore,2417.5,869.8,0.12000000000000455
U0001,2022-05-31,38,M,182.4,94.65,3080.2,584,sedentary,7.0,omnivore,2419.3,660.8,0.0799999999999983
U0001,2022-06-01,38,M,182.4,94.73,3309.6,4245,sedentary,7.5,omnivore,2420.7,888.9,0.11999999999999034
U0001,2022-06-02,38,M,182.4,94.85,2929.8,2844,sedentary,6.8,omnivore,2422.6,507.2,0.060000000000002274
U0001,2022-06-03,38,M,182.4,94.91,3052.3,7019,sedentary,7.8,omnivore,2423.6,628.7,0.0799999999999983
U0001,2022-06-04,38,M,182.4,94.99,3143.9,5296,sedentary,8.5,omnivore,2424.9,719.0,0.10000000000000853
U0001,2022-06-05,38,M,182.4,95.09,3418.1,2416,sedentary,5.8,omnivore,2426.4,991.7,0.12999999999999545
U0001,2022-06-06,38,M,182.4,95.22,3063.2,5225,sedentary,8.3,omnivore,2428.5,634.7,0.0799999999999983
U0001,2022-06-07,38,M,182.4,95.3,3083.7,3496,sedentary,7.4,omnivore,2429.8,653.9,0.0799999999999983
U0001,2022-06-08,38,M,182.4,95.38,2985.0,8796,sedentary,5.4,omnivore,2431.2,553.8,0.0799999999999983
U0001,2022-06-09,38,M,182.4,95.46,3117.6,8651,sedentary,7.2,omnivore,2432.3,685.3,0.09000000000000341
U0001,2022-06-10,38,M,182.4,95.55,3068.9,3413,sedentary,7.0,omnivore,2433.8,635.1,0.0799999999999983
U0001,2022-06-11,38,M,182.4,95.63,3319.3,7573,sedentary,5.6,omnivore,2435.1,884.2,0.10999999999999943
U0001,2022-06-12,38,M,182.4,95.74,3213.2,5494,sedentary,5.4,omnivore,2436.9,776.2,0.10000000000000853
U0001,2022-06-13,38,M,182.4,95.84,3153.7,8653,sedentary,5.7,omnivore,2438.6,715.1,0.09999999999999432
U0001,2022-06-14,38,M,182.4,95.94,3118.2,2743,sedentary,7.7,omnivore,2440.1,678.2,0.0799999999999983
U0001,2022-06-15,38,M,182.4,96.02,3096.1,2788,sedentary,7.7,omnivore,2441.5,654.6,0.09000000000000341
U0001,2022-06-16,38,M,182.4,96.11,3328.1,3780,sedentary,8.0,omnivore,2442.8,885.3,0.10999999999999943
U0001,2022-06-17,38,M,182.4,96.22,2925.5,2095,sedentary,7.7,omnivore,2444.7,480.8,0.07000000000000739
U0001,2022-06-18,38,M,182.4,96.29,3487.9,3511,sedentary,7.2,omnivore,2445.7,1042.2,0.12999999999999545
U0001,2022-06-19,38,M,182.4,96.42,3147.3,6141,sedentary,6.7,omnivore,2447.9,699.4,0.09000000000000341
U0001,2022-06-20,38,M,182.4,96.51,3032.5,4784,sedentary,6.7,omnivore,2449.3,583.1,0.0799999999999983
U0001,2022-06-21,38,M,182.4,96.59,3085.0,8819,sedentary,6.9,omnivore,2450.6,634.4,0.0799999999999983
U0001,2022-06-22,38,M,182.4,96.67,3047.0,2775,sedentary,8.0,omnivore,2451.9,595.1,0.0799999999999983
U0001,2022-06-23,38,M,182.4,96.75,3070.0,2771,sedentary,8.7,omnivore,2453.1,616.9,0.0799999999999983
U0001,2022-06-24,38,M,182.4,96.83,3278.1,2879,sedentary,5.1,omnivore,2454.4,823.7,0.10999999999999943
U0001,2022-06-25,38,M,182.4,96.94,3363.5,5939,sedentary,5.0,omnivore,2456.1,907.4,0.10999999999999943
U0001,2022-06-26,38,M,182.4,97.05,3316.9,5807,sedentary,7.2,omnivore,2458.0,858.9,0.10999999999999943
U0001,2022-06-27,38,M,182.4,97.16,2969.6,3304,sedentary,8.0,omnivore,2459.8,509.8,0.07000000000000739
U0001,2022-06-28,38,M,182.4,97.23,3107.3,5485,sedentary,9.4,omnivore,2460.9,646.5,0.0799999999999983
U0002,2022-01-01,50,F,164.7,97.42,1541.5,3783,sedentary,8.2,omnivore,1970.4,-428.9,-0.060000000000002274
U0002,2022-01-02,50,F,164.7,97.36,1812.2,1007,sedentary,7.2,omnivore,1969.8,-157.5,-0.01999999999999602
U0002,2022-01-03,50,F,164.7,97.34,1395.4,4999,sedentary,8.2,omnivore,1969.6,-574.2,-0.07000000000000739
U0002,2022-01-04,50,F,164.7,97.27,1503.5,0,sedentary,7.4,omnivore,1968.7,-465.3,-0.060000000000002274
U0002,2022-01-05,50,F,164.7,97.21,1614.9,5089,sedentary,8.6,omnivore,1968.1,-353.1,-0.04999999999999716
U0002,2022-01-06,50,F,164.7,97.16,1418.9,5696,sedentary,8.5,omnivore,1967.5,-548.6,-0.06999999999999318
U0002,2022-01-07,50,F,164.7,97.09,1326.9,4903,sedentary,6.6,omnivore,1966.8,-639.8,-0.09000000000000341
U0002,2022-01-08,50,F,164.7,97.0,1748.4,3128,sedentary,6.5,omnivore,1965.8,-217.4,-0.01999999999999602
U0002,2022-01-09,50,F,164.7,96.98,1677.4,1811,sedentary,7.9,omnivore,1965.5,-288.2,-0.04000000000000625
U0002,2022-01-10,50,F,164.7,96.94,1408.8,5665,sedentary,7.7,omnivore,1965.1,-556.3,-0.06999999999999318
U0002,2022-01-11,50,F,164.7,96.87,1333.8,2709,sedentary,8.5,omnivore,1964.3,-630.5,-0.0799999999999983
U0002,2022-01-12,50,F,164.7,96.79,1430.6,3178,sedentary,7.7,omnivore,1963.4,-532.8,-0.07000000000000739
U0002,2022-01-13,50,F,164.7,96.72,1660.0,3646,sedentary,6.5,omnivore,1962.6,-302.6,-0.03999999999999204
U0002,2022-01-14,50,F,164.7,96.68,1743.1,8025,sedentary,8.3,omnivore,1962.2,-219.1,-0.030000000000001137
U0002,2022-01-15,50,F,164.7,96.65,1700.8,2373,sedentary,7.8,omnivore,1961.9,-261.1,-0.04000000000000625
U0002,2022-01-16,50,F,164.7,96.61,1876.6,5630,sedentary,5.5,omnivore,1961.5,-84.8,-0.010000000000005116
U0002,2022-01-17,50,F,164.7,96.6,1694.9,2004,sedentary,6.8,omnivore,1961.4,-266.5,-0.030000000000001137
U0002,2022-01-18,50,F,164.7,96.57,1590.7,8590,sedentary,10.6,omnivore,1961.0,-370.3,-0.04999999999999716
U0002,2022-01-19,50,F,164.7,96.52,1637.0,3796,sedentary,7.8,omnivore,1960.5,-323.4,-0.03999999999999204
U0002,2022-01-20,50,F,164.7,96.48,1673.6,3494,sedentary,9.2,omnivore,1960.0,-286.4,-0.04000000000000625
U0002,2022-01-21,50,F,164.7,96.44,1588.1,5295,sedentary,7.9,omnivore,1959.6,-371.5,-0.04999999999999716
U0002,2022-01-22,50,F,164.7,96.39,1843.3,2842,sedentary,6.6,omnivore,1959.0,-115.7,-0.010000000000005116
U0002,2022-01-23,50,F,164.7,96.38,1621.5,5913,sedentary,7.7,omnivore,1958.9,-337.4,-0.04999999999999716
U0002,2022-01-24,50,F,164.7,96.33,1775.8,4187,sedentary,7.9,omnivore,1958.4,-182.5,-0.01999999999999602
U0002,2022-01-25,50,F,164.7,96.31,1416.2,3348,sedentary,8.0,omnivore,1958.1,-541.9,-0.07000000000000739
U0002,2022-01-26,50,F,164.7,96.24,1668.5,3553,sedentary,7.1,omnivore,1957.3,-288.8,-0.03999999999999204
U0002,2022-01-27,50,F,164.7,96.2,1360.8,3414,sedentary,8.2,omnivore,1956.9,-596.1,-0.07000000000000739
U0002,2022-01-28,50,F,164.7,96.13,1632.9,5301,sedentary,7.3,omnivore,1956.1,-323.1,-0.04999999999999716
U0002,2022-01-29,50,F,164.7,96.08,1699.5,5737,sedentary,7.7,omnivore,1955.6,-256.1,-0.030000000000001137
U0002,2022-01-30,50,F,164.7,96.05,1770.6,0,sedentary,8.4,omnivore,1955.2,-184.7,-0.01999999999999602
U0002,2022-01-31,50,F,164.7,96.03,1495.9,2301,sedentary,8.0,omnivore,1955.0,-459.1,-0.060000000000002274
U0002,2022-02-01,50,F,164.7,95.97,1507.2,6531,sedentary,7.9,omnivore,1954.3,-447.1,-0.060000000000002274
U0002,2022-02-02,50,F,164.7,95.91,1647.0,1194,sedentary,8.5,omnivore,1953.7,-306.6,-0.03999999999999204
U0002,2022-02-03,50,F,164.7,95.87,1592.1,3387,sedentary,7.4,omnivore,1953.2,-361.1,-0.05000000000001137
U0002,2022-02-04,50,F,164.7,95.82,1327.3,5099,sedentary,6.1,omnivore,1952.7,-625.5,-0.0799999999999983
U0002,2022-02-05,50,F,164.7,95.74,1471.0,6647,sedentary,6.5,omnivore,1951.8,-480.8,-0.05999999999998806
U0002,2022-02-06,50,F,164.7,95.68,1905.4,443,sedentary,6.0,omnivore,1951.1,-45.7,-0.010000000000005116
U0002,2022-02-07,50,F,164.7,95.67,1718.8,3857,sedentary,6.6,omnivore,1951.0,-232.2,-0.030000000000001137
U0002,2022-02-08,50,F,164.7,95.64,1579.0,5303,sedentary,8.4,omnivore,1950.7,-371.7,-0.04999999999999716
